"","iso3c","year","region","NVC_1.3_NONVIOL","NVC_1.3_VIOL","unarmed.rev.q","armed.rev.q","sum.nvc.nonviol","sum.rev.q.nonviol","sum.nvc.viol","sum.rev.q.viol","sum.nvc.nonviol_l","sum.rev.q.nonviol_l","sum.nvc.viol_l","sum.rev.q.viol_l","cumsum.nvc.nonviol","cumsum.unarmed.rev.q","cumsum.nvc.viol","cumsum.armed.rev.q","polity2_l","gdppc.gap.ln_l","BESS_plus_WB_Urbanization_l","WPP_15_24_share_15plus_l","Mean_year_schooling_interpolated_l","Polity5_durable_ln_l","VDEM_v2x_execorr_l","pop_ln_l","v2xeg_eqdr_l","oil.pc.ln_l","discrimpop_l","polity2_l.sq","growth.gap.5_l"
"1097","BOL",1981,"Latin America and the Caribbean","0",0,0,0,"0","0","1","0","0","0","1","1",2,0,3,2,-7,8.54714026778419,45.451,0.325125390062838,5.20974564297743,0,0.761,8.65453281103072,0.322,8.07190296673984,0,49,0.00868753331009025
"1098","BOL",1980,"Latin America and the Caribbean","0",0,0,0,"0","0","1","1","0","0","1","1",2,0,3,2,-4,8.57338447106598,44.443,0.324437697243271,5.0956856720291,0.693147180559945,0.761,8.63237373240813,0.335,7.89449869629617,0,16,0.0227640784972756
"1099","BOL",1979,"Latin America and the Caribbean","0",0,0,0,"0","0","1","1","1","0","1","1",2,0,3,2,-4,8.59285709533723,43.442,0.323622646481465,4.98269205614187,0,0.779,8.60997882359378,0.335,8.06860697910948,0,16,0.0326369002900968
"1100","BOL",1978,"Latin America and the Caribbean","0",0,0,0,"1","0","1","1","1","0","0","0",2,0,3,2,-7,8.57941653459637,42.446,0.322688505863369,4.87026862607222,1.94591014905531,0.779,8.58744977075463,0.335,8.15915283000491,0,49,0.0392423966366898
"1101","BOL",1977,"Latin America and the Caribbean","1",0,0,0,"1","0","0","0","0","0","0","1",1,0,3,2,-7,8.55871893824474,41.624,0.321681487501257,4.75914823196907,1.79175946922805,0.779,8.56490763434785,0.335,8.34079056315326,0,49,0.0409972591963069
"1102","BOL",1976,"Latin America and the Caribbean","0",0,0,0,"0","0","0","1","0","0","0","0",1,0,3,2,-7,8.50370260123374,41.314,0.320680497494145,4.6503029868603,1.6094379124341,0.779,8.54242731589916,0.335,8.35476861040868,0,49,0.0333665927897567
"1103","BOL",1975,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",1,0,3,2,-7,8.4595640785796,41.004,0.319587122938703,4.54442916293671,1.38629436111989,0.779,8.51994240885241,0.335,8.49681189672437,0,49,0.03071717352246
"1104","BOL",1974,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","1","0",1,0,3,2,-7,8.42967259388674,40.696,0.318631778915457,4.44199151543076,1.09861228866811,0.779,8.49744925639763,0.335,8.55830569093583,0,49,0.0294885061180114
"1105","BOL",1973,"Latin America and the Caribbean","0",0,0,0,"0","0","1","0","0","0","0","0",1,0,3,2,-7,8.38320455141292,40.389,0.318572255392716,4.34216510380485,0.693147180559945,0.779,8.47507952971966,0.335,8.50256654160727,0,49,0.032721819447168
"1106","BOL",1972,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",1,0,3,2,-7,8.3537326422632,40.082,0.319320778346493,4.24454670986196,0,0.779,8.45281828355995,0.383,8.35279602855375,0,49,0.0350748953314731
"1107","BOL",1971,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","1",1,0,3,2,-5,8.33686963728496,39.776,0.320210773731967,4.14891299289316,0,0.766,8.43069640927269,0.383,7.95354928649984,0,25,0.041774916302602
"1108","BOL",1970,"Latin America and the Caribbean","0",0,0,0,"0","0","0","1","0","0","0","1",1,0,3,2,-4,8.3059782109673,39.47,0.320945232243619,3.214196912676,1.79175946922805,0.742,8.40873856058385,0.385,8.48952040752344,0,16,0.0414062924047926
"1109","BOL",1969,"Latin America and the Caribbean","0",0,0,0,"0","0","0","1","0","0","0","0",1,0,3,2,-4,8.28223006329669,39.166,0.321363914313724,3.11489322495777,1.6094379124341,0.742,8.38691353473463,0.32,8.55208338755522,0,16,0.0423898339805572
"1110","BOL",1968,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","1",1,0,3,2,-4,8.21959545417708,38.862,0.321399491971268,3.01558953723953,1.38629436111989,0.742,8.36526934701621,0.32,8.54253858602001,0,16,0.0386850518461308
"1111","BOL",1967,"Latin America and the Caribbean","0",0,0,0,"0","0","0","1","0","0","1","1",1,0,3,2,-4,8.17835816560584,38.559,0.321042674718958,2.91628584952129,1.09861228866811,0.742,8.34380719334259,0.32,7.69340324213765,0,16,0.0376239959770945
"1112","BOL",1966,"Latin America and the Caribbean","0",0,0,0,"0","0","1","1","1","0","1","1",1,0,3,2,-4,8.12799505577195,38.257,0.320309389950785,2.81698216180306,0.693147180559945,0.742,8.32251816373978,0.332,7.12112385046829,0,16,0.0280941151846358
"1113","BOL",1965,"Latin America and the Caribbean","0",0,0,0,"1","0","1","1","0","0","1","0",1,0,3,2,-4,8.09894674894334,37.957,0.319351487872662,2.76429040913624,0,0.708,8.30139050490173,0.348,7.11915623509653,0,16,0.0261254497861245
"1114","BOL",1964,"Latin America and the Caribbean","1",0,0,0,"0","0","1","0","0","0","1","0",0,0,3,2,4,8.0702808933939,37.656,0.317975648569314,2.71159865646942,2.484906649788,0.708,8.28038888036346,0.348,7.17460087189663,0,16,0.0152646691640669
"1115","BOL",1963,"Latin America and the Caribbean","0",0,0,0,"0","0","1","0","1","0","1","1",0,0,3,2,4,8.02617019494643,37.357,0.315755423697426,2.6589069038026,2.39789527279837,0.708,8.259494555955,0.348,6.99909321623042,0,16,0.00671270850924319
"1116","BOL",1962,"Latin America and the Caribbean","0",0,0,0,"1","0","1","1","1","0","0","0",0,0,3,2,4,7.99023818572036,37.059,0.312960745128796,2.60621515113578,2.30258509299405,0.708,8.23873352818127,0.348,7.08883831913089,0,16,-0.0115182343474956
"1117","BOL",1961,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","1","0","0","1",0,0,3,2,4,7.98752447984877,36.762,0.310126598138331,2.55352339846896,2.19722457733622,0.708,8.2181171198569,0.348,7.2874788312179,0,16,-0.0286835644766223
"1118","BOL",1960,"Latin America and the Caribbean","0",0,0,0,"1","0","0","1","0","0","0","0",0,0,3,2,4,7.96831950001272,37.13712,0.307512410902861,2.46435274010972,2.07944154167984,0.708,8.19758582011068,0.348,7.18728090286138,0,16,-0.026611034243173
"1119","BOL",1959,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","1","0","1","1",0,0,3,2,4,7.99395754757357,37.51225,0.305287133607497,2.37518208175049,1.94591014905531,0.708,8.17714089401811,0.348,7.28906286298122,0,16,-0.0215440399762013
"1120","BOL",1958,"Latin America and the Caribbean","0",0,0,0,"1","0","1","1","1","0","0","1",0,0,3,2,4,7.99260665240021,37.13712,0.303556442524146,2.28601142339126,1.79175946922805,0.708,8.15716993384089,0.348,7.34842342479883,0,16,-0.0459356842945015
"1121","BOL",1957,"Latin America and the Caribbean","0",0,0,0,"1","0","0","1","1","0","0","1",0,0,3,2,4,8.04782935745784,36.762,0.302298254335166,2.19684076503202,1.6094379124341,0.708,8.1378537661236,0.348,7.25664495622393,0,16,-0.0331646691144314
"1122","BOL",1956,"Latin America and the Caribbean","0",0,0,0,"1","0","0","1","0","0","1","0",0,0,3,2,4,8.13094230223188,36.38688,0.301430731226259,2.10767010667279,1.38629436111989,0.708,8.11907775815734,0.302,7.10313355791813,0,16,-0.00378964843410898
"1123","BOL",1955,"Latin America and the Caribbean","0",0,0,0,"0","0","1","0","0","0","1","0",0,0,3,2,4,8.10137467122858,36.01176,0.300943603559615,2.05092514226237,1.09861228866811,0.708,8.10093307631644,0.302,6.65869861431943,0,16,-0.0144401630811142
"1124","BOL",1954,"Latin America and the Caribbean","0",0,0,0,"0","0","1","0","0","0","0","0",0,0,3,2,4,8.10167774745457,35.63663,0.300915538614678,1.99418017785195,0.693147180559945,0.708,8.08346424773515,0.302,5.6349426985924,0,16,-0.00807710712991501
"1125","BOL",1953,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,3,2,4,8.22228507387272,35.26151,0.301108981826578,1.93743521344153,0,0.726,8.06681758598909,0.213,5.49962827066925,0.59,16,0.0292161093267381
"1126","BOL",1952,"Latin America and the Caribbean","0",1,0,1,"0","0","0","0","0","0","0","0",0,0,2,1,-5,8.21365270303,34.88639,0.301015388897883,1.8806902490311,2.77258872223978,0.75,8.05098873616094,0.024,5.53025783130998,0.59,25,0.0208855499880087
"1127","BOL",1951,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-5,8.14989054440242,34.51126,0.300337626964004,1.82394528462068,2.70805020110221,0.75,8.03587572135999,0.024,5.7446269969227,0.59,25,0.0381229168572053
"1128","BOL",1950,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-5,8.17357548663415,34.13614,0.298049496616833,2.23696918290728,2.63905732961526,0.75,7.97660545912016,0.024,5.8135461222851,0.59,25,0.0475260766560904
"1129","BRA",2019,"Latin America and the Caribbean","0",0,0,0,"1","1","0","0","1","1","0","1",3,1,1,3,8,9.58850279755634,86.569,0.204582611799774,7.982019901,3.52636052461616,0.643,12.2556557928244,0.43,8.95939708909801,0,64,-0.0158524842917441
"1130","BRA",2018,"Latin America and the Caribbean","0",0,0,0,"1","1","0","1","1","0","0","1",3,1,1,3,8,9.58328228837879,86.309,0.208284737050777,7.851759911,3.49650756146648,0.643,12.2477181089069,0.43,8.98172965289865,0,64,-0.0127268373461227
"1131","BRA",2017,"Latin America and the Caribbean","0",0,0,0,"1","0","0","1","0","0","0","0",3,1,1,3,8,9.57817283861079,86.042,0.211770924754799,7.731040001,3.46573590279973,0.644,12.2397954749026,0.446,8.94715646069,0,64,-0.0117222095717494
"1132","BRA",2016,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","1","1","0","0",3,1,1,3,8,9.61973109808682,85.77,0.215304210080594,7.506820202,3.43398720448515,0.575,12.2316829101199,0.514,8.92169108525678,0,64,0.00255291333393544
"1133","BRA",2015,"Latin America and the Caribbean","1",0,0,0,"1","1","0","0","1","1","0","0",2,1,1,3,8,9.66421461929203,85.492,0.21897357064876,7.379069805,3.40119738166216,0.575,12.2232229865639,0.522,8.85363071314918,0,64,0.0240813039429874
"1134","BRA",2014,"Latin America and the Caribbean","0",0,0,0,"1","1","0","0","0","0","0","0",2,1,1,3,8,9.66776521901506,85.209,0.22273236675857,7.287489891,3.36729582998647,0.575,12.2146446358192,0.522,8.75633874502789,0,64,0.0226252348336395
"1135","BRA",2013,"Latin America and the Caribbean","0",0,1,0,"0","0","0","0","0","0","0","0",2,0,1,3,8,9.6469164751094,84.923,0.2266785077574,7.215769768,3.3322045101752,0.575,12.2059611718172,0.525,8.78491875073202,0,64,0.0263926340042911
"1136","BRA",2012,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",2,0,1,3,8,9.63678388646954,84.631,0.230931760061621,7.006090164,3.29583686600433,0.575,12.1969577407115,0.525,8.80859199824561,0,64,0.034081383975424
"1137","BRA",2011,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",2,0,1,3,8,9.60696653141714,84.335,0.235481409441495,6.878170013,3.25809653802148,0.578,12.1876718444164,0.525,8.79672156764985,0,64,0.0337069736805635
"1138","BRA",2010,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","1","1","0","0",2,0,1,3,8,9.5438080995771,84.044,0.240401152574083,6.768959999,3.2188758248682,0.578,12.1782776616211,0.522,8.75414255442862,0,64,0.0250956848116765
"1139","BRA",2009,"Latin America and the Caribbean","0",0,0,0,"1","1","0","0","1","1","0","0",2,0,1,3,8,9.55463904484686,83.749,0.245639182218755,6.671150208,3.17805383034795,0.578,12.168746185546,0.522,8.69669176734656,0,64,0.0360621645530454
"1140","BRA",2008,"Latin America and the Caribbean","0",0,0,0,"1","1","0","0","0","0","0","0",2,0,1,3,8,9.51495330508794,83.448,0.251051390980449,6.501580238,3.13549421592915,0.578,12.1588733408974,0.522,8.66797162016245,0,64,0.0278705528492203
"1141","BRA",2007,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","1","0","0","0",2,0,1,3,8,9.46637696659242,83.143,0.256388929325548,6.320159912,3.09104245335832,0.578,12.1485530711855,0.522,8.66423510947755,0,64,0.0215405600221086
"1142","BRA",2006,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","1","0","0","0",2,0,1,3,8,9.43843166301433,82.834,0.261420421099672,6.150349855,3.04452243772342,0.578,12.1377795300497,0.522,8.61976458107583,0,64,0.0159859880115246
"1143","BRA",2005,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","1","1","0","0",2,0,1,3,8,9.41832967551871,82.521,0.266009142229439,5.980539799,2.99573227355399,0.536,12.1266075039499,0.537,8.5357752702245,0,64,0.0177037607132732
"1144","BRA",2004,"Latin America and the Caribbean","0",0,0,0,"1","1","0","0","1","1","0","0",2,0,1,3,8,9.37432822208163,82.203,0.270085056097181,5.803568365,2.94443897916644,0.536,12.11521357383,0.537,8.55469088255774,0,64,0.00687281646238915
"1145","BRA",2003,"Latin America and the Caribbean","0",0,0,0,"1","1","0","0","1","0","0","1",2,0,1,3,8,9.37560054084184,81.88,0.273617513258115,5.626596931,2.89037175789616,0.536,12.1033568822074,0.508,8.53021793991535,0,64,0.004752121318392
"1146","BRA",2002,"Latin America and the Caribbean","0",0,0,0,"1","0","0","1","0","1","0","0",2,0,1,3,8,9.35867416648188,81.553,0.27660658423125,5.449625497,2.83321334405622,0.494,12.0907284668803,0.481,8.43012632197784,0,64,0.0049049017558815
"1147","BRA",2001,"Latin America and the Caribbean","0",0,0,0,"0","1","0","0","1","1","0","0",2,0,1,3,8,9.3585017229567,81.192,0.279064694653362,5.272654063,2.77258872223978,0.494,12.077521513651,0.481,8.3976202673649,0,64,0.00605788607712618
"1148","BRA",2000,"Latin America and the Caribbean","0",0,0,0,"1","1","0","0","1","0","0","0",2,0,1,3,8,9.32981087195235,80.496,0.281009984762263,5.101155972,2.70805020110221,0.494,12.0638538031966,0.487,8.29118872658885,0,64,0.00574322734154045
"1149","BRA",1999,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","0","0","0","0",2,0,1,3,8,9.33996413976969,79.781,0.28268224690166,4.929657882,2.63905732961526,0.494,12.0496515774041,0.462,8.18369578958305,0,64,0.0149135124090854
"1150","BRA",1998,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","1","0","0","0",2,0,1,3,8,9.35183993424988,79.048,0.284195716347243,4.758159791,2.56494935746154,0.494,12.034968183242,0.462,8.05398583907232,0,64,0.0230689209593699
"1151","BRA",1997,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","0","0","0","0",2,0,1,3,8,9.33414965770247,78.302,0.28557846389076,4.5866617,2.484906649788,0.494,12.0199666718554,0.462,7.99945305071404,0,64,0.0151943912624251
"1152","BRA",1996,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",2,0,1,3,8,9.32821229257107,77.61,0.286979216389595,4.41516361,2.39789527279837,0.494,12.0046620111029,0.462,7.88892135026422,0,64,0.0134737876843566
"1153","BRA",1995,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","1",2,0,1,3,8,9.30109473524465,76.903,0.288501059629171,4.269207788,2.30258509299405,0.494,11.9890383446847,0.429,7.87026326793717,0,64,-0.0031351160694765
"1154","BRA",1994,"Latin America and the Caribbean","0",0,0,0,"0","0","0","1","1","0","0","0",2,0,1,3,8,9.26539657772426,76.181,0.290244833172538,4.123251966,2.19722457733622,0.546,11.9731367743159,0.418,7.84981250516582,0,64,-0.00682888794204501
"1155","BRA",1993,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","1","0","1","0",2,0,1,3,8,9.23649532945303,75.444,0.292431865085639,3.977296144,2.07944154167984,0.648,11.9569751191767,0.418,7.84558007951885,0,64,-0.0157851037947314
"1156","BRA",1992,"Latin America and the Caribbean","1",0,0,0,"1","0","1","0","0","0","0","0",1,0,1,3,8,9.25817770139034,74.69,0.295242543104892,3.831340323,1.94591014905531,0.648,11.9403897698087,0.402,7.84713718573196,0,64,-0.00759466539978995
"1157","BRA",1991,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","1","0","0","0",1,0,1,3,8,9.26084335414929,73.922,0.298672361642765,3.685384501,1.79175946922805,0.648,11.9230891574224,0.402,7.87615853558301,0,64,0.00430537478731772
"1158","BRA",1990,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","0","0","0","0",1,0,1,3,8,9.31677031559203,73.139,0.302695727970562,4.61347730086536,1.6094379124341,0.658,11.904990599778,0.39,7.83525780315805,0,64,0.0275428467311226
"1159","BRA",1989,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",1,0,1,3,8,9.29954101743449,72.342,0.307100162852642,4.53157477301389,1.38629436111989,0.62,11.8862390306223,0.371,7.78822627581505,0,64,0.0314958972423195
"1160","BRA",1988,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","1","1","0","0",1,0,1,3,7,9.31542084842669,71.529,0.31164522127891,4.44729673911344,1.09861228866811,0.591,11.8668605103125,0.231,7.83065055277494,0,49,0.0252812526330519
"1161","BRA",1987,"Latin America and the Caribbean","0",0,0,0,"1","1","0","0","0","0","0","0",1,0,1,3,7,9.29615102838929,70.703,0.316256394343407,4.35978429680531,0.693147180559945,0.591,11.8468469869974,0.231,7.85583738701016,0,49,0.0192328136985203
"1162","BRA",1986,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","1","0","0","1",1,0,1,3,7,9.2393164802127,69.862,0.320775970643647,4.26954767410845,0,0.631,11.8261523270503,0.199,7.82637449782517,0,49,-0.00468531411130613
"1163","BRA",1985,"Latin America and the Caribbean","0",0,0,0,"1","0","0","1","1","0","0","0",1,0,1,3,-3,9.17905608193642,69.01,0.325121323283669,4.17668765680438,2.39789527279837,0.626,11.8047646969479,0.194,7.68149352453257,0,9,-0.00290899320709386
"1164","BRA",1984,"Latin America and the Caribbean","1",0,0,0,"1","0","0","0","1","0","0","0",0,0,1,3,-3,9.14206153122289,68.142,0.329223560197838,4.08107603945044,2.30258509299405,0.626,11.782779839169,0.194,7.36720598397677,0,9,-0.00108910631634522
"1165","BRA",1983,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","0","1","0","1",0,0,1,3,-3,9.18901458526143,67.262,0.33287637515749,3.98424498824729,2.19722457733622,0.626,11.7602939644149,0.194,7.15237300096166,0,9,0.0141359718162544
"1166","BRA",1982,"Latin America and the Caribbean","0",0,0,0,"0","1","0","1","0","0","1","0",0,0,1,3,-4,9.19998695989669,66.37,0.335914397136706,3.88704970019402,2.07944154167984,0.626,11.7374125892859,0.194,6.97760610232312,0,16,0.0220692746316587
"1167","BRA",1981,"Latin America and the Caribbean","0",0,0,0,"0","0","1","0","0","0","1","1",0,0,1,3,-4,9.26274305076923,65.468,0.33831089360712,3.7894134743466,1.94591014905531,0.626,11.7141373253399,0.194,6.84567676953309,0,16,0.0501951152346106
"1168","BRA",1980,"Latin America and the Caribbean","0",0,0,0,"0","0","1","1","0","0","1","1",0,0,1,3,-4,9.19360104797189,64.551,0.34007403294304,3.69201587365837,1.79175946922805,0.626,11.6906305782003,0.194,6.77587189906695,0,16,0.0425096124140804
"1169","BRA",1979,"Latin America and the Caribbean","0",0,0,0,"0","0","1","1","1","0","1","1",0,0,1,3,-4,9.14750706280461,63.625,0.341248824499096,3.59542567083018,1.6094379124341,0.626,11.6670565617486,0.194,6.76413707076226,0,16,0.0448631144237108
"1170","BRA",1978,"Latin America and the Caribbean","0",0,0,0,"1","0","1","1","1","0","0","0",0,0,1,3,-4,9.11833472618016,62.689,0.342016118123517,3.50051955394687,1.38629436111989,0.626,11.6434262725073,0.194,6.79343468589723,0,16,0.0610387435790216
"1171","BRA",1977,"Latin America and the Caribbean","0",0,0,0,"1","0","0","0","0","0","0","1",0,0,1,3,-4,9.0896405867384,61.745,0.342565194833533,3.407840358192,1.09861228866811,0.626,11.6198632765426,0.194,6.85405160828601,0,16,0.073738111561628
"1172","BRA",1976,"Latin America and the Caribbean","0",0,0,0,"0","0","0","1","0","0","0","0",0,0,1,3,-4,9.01176747459618,60.789,0.342977612861291,3.31754667295708,0.693147180559945,0.626,11.5963518109086,0.165,6.90404052782969,0,16,0.0753226971092751
"1173","BRA",1975,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,1,3,-4,8.98105298590148,59.826,0.343343867129842,3.23023394953218,0,0.626,11.5727721089462,0.135,6.95336458004237,0,16,0.0846203604026154
"1174","BRA",1974,"Latin America and the Caribbean","0",0,0,0,"0","0","0","0","0","0","1","0",0,0,1,3,-9,8.92319149068606,58.855,0.343156045650908,3.14612228627843,2.19722457733622,0.626,11.5489381918797,0.135,6.93465034244478,0,81,0.0867150134080113
"1175","BRA",1973,"Latin America and the Caribbean","0",0,0,0,"0","0","1","0","0","0","0","0",0,0,1,3,-9,8.81314100828505,57.879,0.342013183353668,3.06562668347266,2.07944154167984,0.626,11.5247986341032,0.135,6.94474138186799,0,81,0.0787562354435153
